congress,senator_name,senator_state,senator_party
83rd,Dwight Griswold,Nebraska,Republican
83rd,Eva Bowring,Nebraska,Democratic
83rd,Hazel Abel,Nebraska,Republican
83rd,Hugh A. Butler,Nebraska,Republican
83rd,Roman Hruska,Nebraska,Republican
83rd,Samuel W. Reynolds,Nebraska,Republican
83rd,Alan Bible,Nevada,Democratic
83rd,Ernest S. Brown,Nevada,Republican
83rd,George W. Malone,Nevada,Republican
83rd,Pat McCarran,Nevada,Democratic
83rd,Charles W. Tobey,New Hampshire,Republican
83rd,Norris Cotton,New Hampshire,Republican
83rd,Robert W. Upton,New Hampshire,Republican
83rd,Styles Bridges,New Hampshire,Republican
83rd,Howard A. Smith,New Jersey,Republican
83rd,Robert C. Hendrickson,New Jersey,Republican
83rd,Clinton Anderson,New Mexico,Democratic
83rd,Dennis Chavez,New Mexico,Democratic
83rd,Herbert H. Lehman,New York,Democratic
83rd,Irving Ives,New York,Republican
83rd,Alton Asa Lennon,North Carolina,Democratic
83rd,Clyde R. Hoey,North Carolina,Democratic
83rd,Sam Ervin,North Carolina,Democratic
83rd,W. Kerr Scott,North Carolina,Democratic
83rd,Willis Smith,North Carolina,Democratic
83rd,Milton Young,North Dakota,Republican
83rd,William Langer,North Dakota,Republican
83rd,George H. Bender,Ohio,Republican
83rd,John W. Bricker,Ohio,Republican
83rd,Robert A. Taft,Ohio,Republican
83rd,Thomas A. Burke,Ohio,Democratic
83rd,Almer Monroney,Oklahoma,Democratic
83rd,Robert S. Kerr,Oklahoma,Democratic
83rd,Guy Cordon,Oregon,Republican
83rd,Wayne Morse,Oregon,I/D
83rd,Edward Martin,Pennsylvania,Republican
83rd,James H. Duff,Pennsylvania,Republican
83rd,John O. Pastore,Rhode Island,Democratic
83rd,Theodore F. Green,Rhode Island,Democratic
83rd,Burnet R. Maybank,South Carolina,Democratic
83rd,Charles E. Daniel,South Carolina,Democratic
83rd,Olin D. Johnston,South Carolina,Democratic
83rd,Strom Thurmond,South Carolina,Independent
83rd,Francis H. Case,South Dakota,Republican
83rd,Karl Mundt,South Dakota,Republican
83rd,"Albert Gore, Sr.",Tennessee,Democratic
83rd,Estes Kefauver,Tennessee,Democratic
83rd,Lyndon Johnson,Texas,Democratic
83rd,Price Daniel,Texas,Democratic
83rd,Arthur Vivian Watkins,Utah,Republican
83rd,Wallace F. Bennett,Utah,Republican
83rd,George Aiken,Vermont,Republican
83rd,Ralph Flanders,Vermont,Republican
83rd,A. Willis Robertson,Virginia,Democratic
83rd,"Harry F. Byrd, Sr.",Virginia,Democratic
83rd,Henry M. Jackson,Washington,Democratic
83rd,Warren G. Magnuson,Washington,Democratic
83rd,Harley M. Kilgore,West Virginia,Democratic
83rd,Matthew M. Neely,West Virginia,Democratic
83rd,Alexander Wiley,Wisconsin,Republican
83rd,Joseph McCarthy,Wisconsin,Republican
83rd,Edward D. Crippa,Wyoming,Republican
83rd,Frank A. Barrett,Wyoming,Republican
83rd,Joseph C. O'Mahoney,Wyoming,Democratic
83rd,Lester C. Hunt,Wyoming,Democratic
